,ra,dec,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,dust_correction,transf_pm_coeffA,transf_pm_coeffB
8613,48.16317719684406,71.55582303779045,133.69324944839806,11.698846405633564,19.52223969363179,0.12981842467041432,12.91676037925586,0.2314959797594347,11.402613716156635,0.34564836820899103,-0.065025,-0.019480058999999997,0.35843804,,,8.17135,7.9738765,7.198321000000001,0.004338292585258634,0.850951528346471,-0.5252442254844931
13114,14.399438635553269,54.395630029866766,123.83826463825753,-8.465279499403076,19.67047077844312,1.6593999869971912,46.56062422736333,2.0059770891074167,-23.895317890017875,1.7975969657606925,-0.09344891,0.21368602,-0.05384595,,,8.254616,8.475551,7.810774,0.005276831844462577,0.9997075947661744,-0.024181086965439778
14849,332.19139302736625,39.42496194568976,91.76754613030172,-13.407169006556785,18.726425648054526,0.03475316579014945,119.5683621991249,0.040633442296702536,57.95789108488522,0.050851544600307545,-0.28758752,-0.11173874,-0.03420356,-17.264381717432038,0.16430052227529135,8.283468,8.612652,7.8302130000000005,0.012309262405685294,0.8028113507391275,0.5962331214587273
18364,77.41247996947594,29.790440188458,174.93423108979889,-6.0458818988432155,18.84676183195528,0.05000198385440879,65.75734250334018,0.08838877040653574,1.7011943210994978,0.059219555788076375,0.11695316,0.23421647,-0.02202615,-3.991257008231462,0.188642529065012,8.340983,8.706598,7.858238,0.0025684339148688996,0.5889915333330071,-0.8081392043837703
19721,331.65344091890086,43.375477377460534,93.8397784106155,-9.993515421882256,18.38493003137241,0.0477912382022784,169.02785881743122,0.07472770642537478,-85.14610609062122,0.08704556153120413,-0.04159892,0.048623445999999994,-0.05331792,-14.481526188273454,0.2903390285767579,8.362666,8.750268,7.854209,0.0124012293641161,0.8034820057406762,0.5953290404901646
22151,60.378438119745006,63.900681689965346,142.0742838210113,8.341294310828015,18.63669032338291,0.037000958689897084,11.636596260905554,0.06600748684423698,69.08197961574545,0.061568314883170175,0.16967148,0.12065611,-0.020756548,-62.638526130976594,0.16104611314149542,8.401452,8.747228,7.926152,0.003431245913440595,0.7482786250473742,-0.6633845787303254
23142,311.64668032518074,59.85138892537263,96.35465485654241,10.31434108595736,18.196698016768263,0.03102689244913292,-133.08543857580324,0.08966321303354947,-288.93719993679207,0.07137884539474455,0.07265903,0.08703737,-0.40770793,-31.84786228611365,0.1815030181492964,8.41668,8.721525,7.938507,0.010644478480070434,0.609469031522417,0.7928098760832429
23308,301.1938284200798,72.99739002454764,105.66565077114471,20.74380685716069,18.1762750941454,0.042336139812413014,129.15721786563256,0.07951599034102846,170.6541984669056,0.08586846544561366,-0.39053634,-0.10530512,0.20816469,-40.39413615216047,0.3326677088020931,8.41961,8.72823,7.868978500000001,0.013874501199665577,0.4288575262895503,0.9033721393450251
23624,121.02314634752486,83.91901494348005,129.53204527658337,28.86896985379663,17.295317051116665,0.0783301551319652,14.112100868376105,0.13295193853348009,-4.397061541957768,0.1320529294281889,0.28598696,0.04588861,0.18061729999999998,-33.76179649437293,1.7126977163813846,8.424634,8.792254,7.9381247,0.007839888663186129,-0.2598675875787383,-0.965644260028509
24328,67.74668477639862,35.60036289672497,165.21732636032058,-8.672820297480973,17.893664620444063,0.060458922415266174,123.01765920146912,0.14712001053712012,123.31972068027378,0.09251391189755097,0.00064180157,0.12417224,-0.28264022,12.254927601282212,0.23304074329407845,8.435536,8.760252000000001,7.972109,0.003067501911084885,0.6764918504009707,-0.736450118026381
24541,53.02301558313263,43.669356617595355,151.2278327365394,-10.201561314410458,18.250134292554502,0.04217005998178442,298.59668378908395,0.08368965568209802,-119.70881475820572,0.06735453389268267,0.09509192400000001,-0.031627595,0.14195614,10.466554864432949,0.19166519456562764,8.43952,8.808302000000001,7.941295599999999,0.0031671786861343994,0.8123017204899979,-0.5832374429758341
25625,89.21615943270781,35.733364442927076,175.35080178437562,5.502747260220664,18.409366634098806,0.1903601104456118,82.53554852513388,0.2972405680865081,-1.5779999256493682,0.23864669532819546,0.40899759999999996,0.19259058,-0.44210997,-59.934653483730486,2.2099528819994543,8.455433,8.779452000000001,7.9991245,0.002702562085579084,0.495023864296364,-0.8688793781515907
25672,345.64284475029075,57.09892735059586,108.53091268218814,-2.69736162973688,17.71630347171524,0.04042013047078563,-100.1977703965778,0.0611282616873754,22.031000870013447,0.050450766238264916,-0.31216672,0.1582193,0.11350736,-45.339231895611036,0.3761086042280977,8.456158,8.834861,7.9546676,0.011803085158969816,0.9132083297400122,0.40749300177237047
26089,97.5409208834082,37.82153220617169,176.56703555558587,12.383004920207766,18.316377729555786,0.31275326538443315,-2.617839729627248,0.7255811268805107,-68.94482693369133,0.644331185135549,0.10241629,-0.09399860000000002,0.28532174,-25.129068582332682,3.2192671823563823,8.462303,8.841417999999999,7.960127000000001,0.002759046757013383,0.4205635634954652,-0.9072630759928434
26406,96.9660290109557,35.003198549390966,178.96650079105618,10.76077557371687,18.76969361359989,0.057517070209583576,-13.076112746188493,0.11815564894624148,-32.19428810298132,0.10070369809816522,0.29742235,0.081338786,-0.1786772,19.65697415233025,0.2411171174523375,8.466899,8.843316999999999,7.965155,0.0026226275954808185,0.43354854421420047,-0.9011302124608559
26634,71.52414863571137,60.905736746481544,147.87457306792388,9.98531580824017,19.443865291382842,0.0496121225615386,155.89311291203637,0.055827050446859434,-122.01473489184086,0.0575660289792751,-0.05896608,0.056089908,-0.11884095,42.40727013728547,0.30263976997398345,8.470308000000001,8.813938,8.001303,0.0029746550080143575,0.6357865135427279,-0.7718649552850437
27571,11.856383978430527,55.55885386502517,122.35998259080964,-7.308440304862993,16.912984613152226,0.741333902738827,4.354486602428566,0.8603581811476319,6.30735293898726,0.8619172579081695,0.09297258,-0.15792881,-0.07664056,-21.533712361255827,0.2668640127763908,8.483458500000001,8.975251,7.855683,0.007199751865125262,0.9998766196351666,0.01570813505647213
