,ra,dec,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,dust_correction,transf_pm_coeffA,transf_pm_coeffB
47421,95.41241237521326,10.88317388696612,199.86100877730308,-1.5577137188767567,9.868691594409674,0.07297368760438384,-7.6736482603744,0.1020634384391058,-14.842102754473,0.0841638488095436,0.4937576,0.18614584,-0.15281744,,,8.741247,9.021952,8.347011,0.005408414548279917,0.46973531846411365,-0.8828073009368566
55069,99.54896855557634,-4.695051225587948,215.6136562757036,-5.079920537114504,9.659357816478984,0.05114202868681849,19.36458848542076,0.08293485431325602,-6.6980659181585125,0.08297178789121949,0.16056582,0.11816031,0.033587474,14.15531682145208,0.20813727338541527,8.828466,9.262997,8.275732000000001,0.004954753981880123,0.4520224290111984,-0.892006571540152
55622,102.62562063947176,-0.5077845928107692,213.27721698858727,-0.4396661134100677,9.457959900940008,0.0600951773215913,-26.453069405190373,0.08183339723449065,3.2549781566258047,0.07546122004798969,0.28065622,0.079474896,0.0751642,,,8.834756,9.092267,8.465665,0.00570920987688074,0.45594709953979895,-0.8900068777381693
58055,83.94207491081532,-6.012925953109499,209.65954778099285,-19.555302107124028,9.304804436447428,0.03779715284254758,-12.763918447439474,0.06400698453389979,-31.81466965288665,0.0614314540456405,0.19105555,0.06668053,-0.062425178,-2.886901073865172,0.7073297326437791,8.86195,9.107677,8.502248,0.0046605369865708735,0.4491578052761144,-0.8934524419125754
60046,86.2831478648069,-11.737363439481705,216.2057595598761,-19.959551743564187,9.281366728829623,0.037747753700466034,-112.26646837386276,0.06986298323633584,-34.350752713957384,0.07053061727123898,0.14703567,-0.08583551,-0.25548282,37.765125608898025,0.2352812343570569,8.883167,9.217036,8.419963000000001,0.004156914842441789,0.4200275429306224,-0.9075113570527171
60254,88.19761129928088,29.769962806129442,180.08895398298858,1.7687515883549385,9.481926375226713,0.2962092773795578,24.20521338314498,0.5236302749296035,-58.02371906053996,0.4203058123766395,0.35551453,0.11158085,-0.30888259999999995,,,8.885375,9.293006,8.351701,0.011469276244372916,0.5078978309736185,-0.8614173165732701
61029,113.38838120165777,3.762059647809544,214.37697369485957,11.081022351948306,9.198778793583106,0.05007034902618076,-75.81251036802587,0.08398088079384287,4.883500034063788,0.06794539353165384,0.36105922,0.07756819599999999,-0.28850085,38.1503434354189,0.2593170344012982,8.893741,9.228502,8.432155,0.007875722542699278,0.4527719095956056,-0.8916263779639703
62012,87.11679218411696,11.716385025409329,195.17143940710326,-8.27028421827014,9.674891362822583,0.1987262268461199,26.39274501323635,0.3445145683465483,-70.24061592868598,0.26877865562923425,0.42335680000000003,-0.024108933,-0.40900615,,,8.9043455,9.215297,8.470412,0.006672754088471512,0.5007250846765458,-0.8656063710345864
62912,74.45148371010691,6.50804947725416,193.02866105556882,-21.65384601429419,9.112865922341651,0.03338289471396251,68.9287768845777,0.0587802025602128,-79.29004611445689,0.03629971591420741,0.15793829999999998,0.24128728,0.011982874,98.6702845898229,0.18631020101732976,8.913722,9.275423,8.416975,0.008414257798982546,0.539078472547377,-0.8422555434284699
63335,107.11261928912559,9.770421765929775,206.10229805319176,8.188354178727064,9.154282826036278,0.04857109998601142,31.356231655067486,0.0837203700314208,-105.65317397166214,0.07642702639687643,0.24590833,0.1998839,-0.14260772,26.60422843193791,0.17693616516987268,8.918149,9.246659,8.472275999999999,0.0067512227637844275,0.44268209530046265,-0.8966786283281164
