,ra,dec,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,dust_correction,transf_pm_coeffA,transf_pm_coeffB
79327,0.8210823196954153,68.52130062447411,118.52741316840843,6.062321630894053,6.454979249759622,0.028941630270815814,27.88615639153647,0.046401104355813794,-8.692680719147708,0.0411814759703299,-0.17948304,0.23779331,-0.16011643,-14.97761210299982,0.3531017012146849,9.0792265,9.5235815,8.5089245,0.05249155313452155,0.9824233958539986,0.18666620282926807
79657,318.44121392546464,52.57459237513035,93.27448781278423,2.7170828990220697,6.261438171312187,0.027393887385575428,11.825871948286881,0.049584551173069605,-6.238831463656218,0.04349925668393419,-0.20351835,0.032229196,0.061407924,-21.20297115119599,0.2576717120831785,9.082445,9.334937,8.712891,0.03256996539782323,0.6891383830076144,0.724629759991715
81077,318.1223618848865,54.46731589918237,94.52173462433979,4.155263314949045,6.342080241963642,0.029386904847509263,44.591952624268764,0.05431565906446787,14.726028566110248,0.0492271187819587,-0.28634456,-0.02930853,0.104477696,-13.98009223177047,0.4172238132860425,9.096039,9.342632,8.73829,0.03076882267176368,0.684938396220882,0.728600983654542
82583,296.2384647035198,59.713262567594406,92.09115415186301,16.851293497924935,6.263154489138246,0.026359265311709217,54.36905884269888,0.05343133913048378,-3.0791899235012368,0.05086557026610207,-0.27693352,-0.04274687,0.058366984000000004,-8.046100935624857,0.5807546882364629,9.110669999999999,9.378451,8.725681,0.02897667816572556,0.4260890617751763,0.904681220892503
83475,0.7846000538379623,66.85745135209123,118.20181230889109,4.430309463996063,6.413251264841684,0.031046543509648233,-13.493269210376331,0.05029365332503342,-11.58714950697694,0.05252465015017088,-0.07094917,0.15423347,-0.12900889,5.011683733144996,0.8460223140965063,9.1189,9.337639,8.793224,0.06308394943680523,0.9824104285676467,0.18673443667822145
83650,323.46902110815205,48.046334526141855,92.39373417604305,-2.760796404049336,6.164110155004738,0.03361675036491128,4.36541779055599,0.06219075304898662,2.4327432990029325,0.05549493856029219,0.14273770000000002,0.015621588,0.036561687,7.3170671283551485,0.670081014109796,9.120655000000001,9.345006,8.788264,0.05138911354172606,0.7365059394475358,0.6764310764287095
85143,352.44398643106,79.90747877926681,119.25456861720859,17.623702504951872,6.197218430726478,0.02181557230663575,34.44066906442854,0.03781474674762061,15.02356839674014,0.034430931053651755,-0.14214653,0.10411048,0.014603643999999999,4.746034147816291,0.5444105921358232,9.134492999999999,9.348086,8.8164425,0.03316255644584906,0.9454597580375658,0.32573892296062446
85655,358.3555985918576,69.72883293737345,117.91189401512422,7.424524009145875,6.576052969561294,0.03105615111720795,5.524183957085914,0.05099961383307376,-16.61764759909824,0.051827512886278106,-0.19059195,0.17140885,-0.039582778,-38.87031030341532,0.29340111520116546,9.139307,9.705200999999999,8.468239,0.041771433207978576,0.9744099682649673,0.22477814339002197
86671,334.515184727012,71.71395416474854,111.43782629255101,12.35378343655226,6.432388802917093,0.03027013722750613,52.44272425876075,0.048577565087711716,-5.157084696192096,0.0415525643846411,-0.35300633,0.19633766,0.09612189,-3.0025055332099937,3.874919224938824,9.148553999999999,9.36748,8.820822999999999,0.028170104800165706,0.8249378781919275,0.5652234046146714
87866,0.6515082515563715,59.827842570609704,116.82532648877842,-2.46367632281382,6.527792189768736,0.033837053163665386,-31.41305738611144,0.04441961832676858,18.658968381159745,0.04124042411215202,-0.29892656,0.319932,-0.25163805,,,9.159678999999999,9.442397,8.75135,0.0691449862975776,0.9820978076631565,0.1883716968740837
89828,307.56235748782296,66.73529406809445,101.03776918372992,15.783312751195385,6.405090535177323,0.019471793658394618,33.124310649876556,0.03912520885513121,18.624754850099624,0.038921900836396135,-0.21465173,0.09216144,0.047108606,,,9.1779785,9.420275,8.821156,0.025874523552765573,0.5422434361963311,0.8402214326604597
90211,359.3994572727506,58.6321522358774,115.9595999601322,-3.508849683785104,6.089559430586813,0.035736653888735245,1.3644963428332988,0.047682586419759004,-16.750216473456742,0.041215253549376704,-0.34431243,0.3600421,-0.13458289,-3.7510718963391714,1.147490038598363,9.181714,9.401113,8.852304,0.07657399401278744,0.9782246643576866,0.2075488040011106
90497,293.99217319937617,81.35126667177786,113.55105092347559,25.148002754697536,5.980482765299981,0.03903054492048885,-14.978070776656153,0.08238961146853106,-18.911490834909703,0.07239645597093783,-0.5574539000000001,-0.14827354,0.314208,,,9.184406,9.395541,8.870624000000001,0.02729734786770109,0.26342491239331073,0.9646799031443417
92325,329.8142220202149,48.82077411245414,96.12062637800341,-4.878734030724702,6.060951788626458,0.03255415962879242,27.96820324201301,0.050892112836920765,13.654649630676365,0.05805566292577712,-0.0050155506,-0.16142622,-0.22748616,,,9.201508500000001,9.431194999999999,8.863042,0.07654713257394512,0.7926373963444228,0.6096933310413805
92379,332.63624252706063,36.244017930015715,90.09406965330776,-16.168382496293948,6.080068913171087,0.046902207765123036,8.958361392059631,0.053878634417443436,-0.8414404505583342,0.08502578546733762,0.1552591,-0.42120168,-0.33539355,,,9.201999,9.457222,8.782598,0.10058814141910191,0.8012025434715042,0.5983932522470422
93005,4.193798497301501,52.865122435944265,117.63809854598698,-9.64997350545666,6.084096371922903,0.0332086311811383,-18.53838897769736,0.04060704347523094,-3.646671310456141,0.04052818735688216,-0.20255637,0.3689226,-0.45548856,-26.088472370373463,0.2642285417584974,9.207264,9.478492,8.811108,0.07880228628361129,0.9907063677653352,0.13601798730027
93791,330.8003130119675,60.847057745157024,103.82751925900592,4.3776098286940925,6.119794838742862,0.028275053866528375,-56.51867051039193,0.06063871578544421,-14.600088117552238,0.04937658730430134,-0.17837398,0.026839655,-0.036181655,,,9.214075999999999,9.492775,8.809476,0.051271916186226965,0.8015368704066322,0.597945353170958
93806,359.44198569531534,65.98163313813285,117.50109034445609,3.677399839173574,6.169563220810946,0.026617591769053445,-0.3471431015042105,0.04254400645361207,-21.31958112707126,0.04339442279360267,-0.18803938,0.25796506,-0.22860298,-11.888753366042307,0.5756442185826031,9.214186,9.445053999999999,8.872593,0.07231865710499222,0.9783529363671011,0.2069433060088467
94350,316.0831198856482,63.975852902670965,100.95235693917805,11.291621603986668,6.100193345445841,0.06269121441565484,-6.340232661174304,0.14689162249344112,7.528011097149237,0.12914975118509325,-0.16356310000000002,-0.028464021000000003,0.21446843,-22.44939309344882,3.8871175477212034,9.219095,9.485172,8.823542999999999,0.0289399678545178,0.6508517583584531,0.7592048397117274
94499,4.8101155160724165,59.70424778323081,118.8760271196748,-2.913707622642866,6.442631746151191,0.050237848268978834,67.26895096322501,0.10033796786543524,-14.850560568480391,0.051045946726880766,-0.40837374,0.27650183,-0.17701292,0.04075470846676277,0.4904122481836558,9.220425,9.409023,8.716286,0.06707369248673198,0.9921840570424004,0.1247829994465704
95266,350.85513827140517,67.60578397498422,114.67737836684657,6.1556349357860105,6.084066299732634,0.02401121897217281,-13.706078186175516,0.0420399974159846,-2.997478866906088,0.03969525158728382,-0.094190955,0.19684175,-0.01606249,-7.3296391152917275,0.9696821872758736,9.227724,9.452408,8.896377000000001,0.04839566718648213,0.9420787672782285,0.3353917056868481
96769,337.65063917798904,39.3608253981564,95.32628164551384,-15.84514541591664,6.291273977308957,0.03017733589686053,22.99927116863986,0.035139189207232316,-5.409996767328972,0.043286417514111435,-0.16481566,-0.11765775,-0.0914187,,,9.241951,9.527433,8.828948,0.11167672156561025,0.8458646925522191,0.5333975270785756
97301,352.08110567622083,49.75298510883897,109.43259533224077,-10.927784509013684,6.229323748491136,0.06976139549395201,26.766136175864872,0.09827036954647146,-5.319231617093024,0.09935084725424308,-0.21449316,-0.070521295,-0.25373843,,,9.246784,9.469602,8.91607,0.09561806997434186,0.9468899656644659,0.32155775985652474
