,ra,dec,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,dust_correction,transf_pm_coeffA,transf_pm_coeffB
147130,316.8856516261223,42.497281926174736,85.18748620844669,-3.3908350533733604,4.910050789732287,0.02586051245406457,-30.99931134753455,0.041073981045330485,7.822720241266753,0.04595815205467418,-0.18046282,-0.114515275,-0.05797514,,,9.641794,9.952958,9.19908,0.08569012115568811,0.6738153763316663,0.7388997486932952
150375,303.013324508834,53.317710432595824,88.1552149112764,10.515535510757283,4.860595108626494,0.02345053512016677,25.330766690276565,0.04572966574194737,30.653581853543827,0.04870577028669932,-0.23340812,-0.039493192,-0.12740187,-28.8851498582613,0.31018767866824754,9.663981,10.105235,9.096199,0.03523855615255921,0.527159536767455,0.8497663342326067
150634,313.73387776937943,40.351033273598844,82.01125682323374,-3.027507518670265,4.932627800908837,0.02679282730183729,53.60411785056492,0.03936263980322157,5.549753654025425,0.038374151685598566,-0.23319674,0.044598054000000005,-0.08594784,,,9.665811999999999,9.918716,9.294139,0.08278403266203128,0.6441023415243838,0.764939326772265
151694,305.6997215134345,27.49164531586885,67.71545424181156,-5.506546594198384,4.833667109792542,0.039930065563310885,18.284719538573672,0.0503900606840156,-35.77867507612639,0.05063241125757062,-0.24390589,-0.01955566,-0.31050122,,,9.672725,9.983597999999999,9.235800999999999,0.07643376773886575,0.5665790535828479,0.8240073883413694
152335,313.75813330923637,43.35204178544465,84.31821196898898,-1.1061123349684614,4.847751444264769,0.03192194956412951,48.53805249720583,0.05035841779028235,39.271541236377786,0.05803320510817413,-0.20709349999999999,0.10600202,0.13034026,-80.0101157008542,0.17215568854978908,9.67694,10.165436999999999,9.068233,0.07626763668435511,0.645428588800349,0.7638206181815138
154420,313.82808298443285,47.19174033295871,87.28167981120504,1.3362079076936513,4.896117335607555,0.025256813597164317,-8.892403803475109,0.04720953848427863,-30.642827252201467,0.045784569002738834,-0.09829386,-0.11135550000000001,0.12100819999999998,,,9.690632,9.982116,9.270933,0.05422573684907456,0.6460119164209246,0.7633273241815495
156189,286.90791515326686,46.11784237896853,76.76274705586553,16.565047005597645,4.723530809794473,0.027193538575791317,-10.053256623427359,0.051292707429571635,-25.63763105765161,0.05087183383733149,-0.10560581,-0.07679055,-0.06857483,-16.174900705056814,0.4663605571872344,9.702342999999999,9.97573,9.316236,0.06753339304624735,0.377012840274962,0.9262080318523511
157020,302.9017724758163,52.462419389393276,87.3805815807229,10.121517208149537,4.746267151765986,0.02629776102882713,21.75073826473966,0.047511245057978616,-7.261901518254505,0.051028948441556456,-0.23939033,-0.18955505,-0.13837197,9.700797768996377,0.6219866386628004,9.707777,9.983811,9.3119755,0.03865796151000383,0.5278978215165944,0.8493078888353939
157254,320.1495907129524,41.065688516283544,85.825722558514,-6.1416665902095104,4.846566470942647,0.031132200841752406,-14.468315675857045,0.046432107175038304,3.993452472432737,0.052803204273789005,0.04448201,-0.26409546,-0.19690551,-11.251045344295198,0.31653495305322016,9.709268,10.287576,9.024366,0.10012874494222934,0.7020350347738148,0.7121424084760918
158841,309.29167890485803,45.37585194378079,83.90439643531684,2.6507586221972907,4.774382459865332,0.02483135765932822,6.343024332741831,0.04379170277628594,8.589967467011,0.045268847944213104,-0.21999787,-0.0066012195,0.03968405,,,9.719514,9.951051,9.376692,0.06593127979463556,0.6029169667098667,0.7978039428665251
160860,313.048133992459,44.75777396114053,85.0681017305954,0.18776558219679967,4.895812846190614,0.03351753390755901,18.164625968993235,0.04947170097866425,-55.11454278330172,0.06076233798889748,-0.27711326,0.10057449,0.022766985,-22.06577773067533,0.27696803648291635,9.73253,10.00957,9.330577,0.06751156352274,0.6389033108756569,0.7692870461356565
161242,284.3472692838562,46.183988120904814,76.15156340133446,18.24158604617497,4.693084591953639,0.020568608305487675,0.6658278613967052,0.03642884464776401,-49.22724063444476,0.04724542965983688,-0.29792157,0.08225416,-0.020681468999999997,11.77270778507576,0.3177456797409278,9.734983,10.072756,9.274659,0.06640448145312904,0.3499588137560794,0.9367650872414266
162875,309.13989919479667,47.04827142647792,85.17901481633679,3.740924566559295,4.87128154580012,0.03158256180990725,1.4456818980816408,0.05279207371408367,-0.2743058540826967,0.050628551787606633,-0.27988368,-0.081607595,-0.019218171000000003,-8.990219483435297,0.9281806678822724,9.745432000000001,9.97366,9.403908,0.05564858207420301,0.6003985865010394,0.799700904918554
163523,309.7111419849776,25.02759755074744,67.79291071227838,-9.86575510879599,4.780661787462534,0.029476673394564012,38.221760115915934,0.04842554647642501,3.746591841126116,0.04920679227617111,-0.25214425,0.054690465,-0.09020573,4.246680959030014,0.5056949131399503,9.749454,10.01971,9.357482000000001,0.10642061363155025,0.5919876683415729,0.8059470209210453
163575,304.6152606832472,53.45838714142611,88.795916507075,9.78426279938718,4.579495366100524,0.0232979843634869,14.320672267508822,0.04637737531483729,-7.261284599636241,0.04807593404041717,-0.07387667,-0.011387386999999999,0.123708665,,,9.74982,10.038513,9.336171,0.039792170394047206,0.5444446289518928,0.8387967846894955
163606,312.4802464977414,25.02372136732947,69.32829820539332,-11.871303492292936,4.812977533145092,0.03509143509076525,-19.65395375392864,0.05561486941289381,5.553725702688537,0.06043331038039969,-0.15124996,-0.16096064,-0.15937854,24.098157084476608,0.5153365864803681,9.74996,10.050222999999999,9.316191,0.16032659159692614,0.6123461550848133,0.7905897712169351
163647,310.427390365216,39.10314934620805,79.43948495214515,-1.835561099255375,4.669691349485633,0.029924706033534438,5.175335070886758,0.04827258728437333,-21.970889101022173,0.05022884081332475,-0.02569453,-0.083056755,-0.17201482,5.9553751607436105,0.7713959565058849,9.750232,9.971788,9.420538,0.08179241937496191,0.6139479994645802,0.7893464726933539
165902,314.503328912335,39.06506981559189,81.41272955088459,-4.3109803586384015,4.952503591966665,0.03396532965489109,-3.924726276082657,0.04928543026762725,-8.027901295044648,0.05740993375046239,-0.19711341,0.050664734,-0.05813751,,,9.7643175,10.044786,9.357111,0.08293968636117001,0.6501341651179633,0.7598194307507335
166100,313.41497760869,49.17653922164793,88.6242668504183,2.8245597283313137,4.651615724930854,0.036661003735103816,12.555382995529639,0.057917803379011465,17.828392365807932,0.05479063046351932,-0.18440138,-0.047798198,-0.02803882,,,9.765476,9.986930000000001,9.433651,0.051657760264821745,0.6412475997381744,0.7673340314556822
167309,312.8427419823486,50.26035315609037,89.22367087024254,3.801000288307304,4.845756836828984,0.2486563861407665,-23.204625600746752,0.440485529333373,-28.13358284477339,0.3592209548908448,-0.3596924,-0.08874320000000001,-0.09514817,3.396225181017849,1.7008177139190392,9.773185,10.0404625,9.380621000000001,0.043637080768368496,0.6349153656021181,0.7725816969889518
167911,313.9168028225879,48.48715892452701,88.30920013830854,2.1279390463063628,4.689880828311313,0.030690548309027132,41.314281614276794,0.04780012367962886,74.46730095725529,0.04753463267420474,-0.29733855,-0.16076982,0.01674429,-54.94637055873456,0.6516054330995836,9.777085000000001,10.294,9.144642,0.052596374956480445,0.6464742259249877,0.762935826406578
168615,323.3720529502943,43.133177400379466,88.99967628756725,-6.3245191383938835,4.776351987985562,0.029341585995325437,21.849417700840007,0.05195061128211459,2.119603419340883,0.05123003820877678,-0.092968225,-0.10816394,-0.24361017,,,9.781319,10.042471,9.393663,0.09698457951746871,0.7324985217555148,0.6807686212113376
171635,305.09147413617217,37.34112234837053,75.54321147395234,0.5079220370214096,4.876863577634241,0.16795954594488194,38.86292562932476,0.27070148486326034,9.673711251533264,0.27667834227574306,-0.26228103,-0.05838876,-0.020618562,-22.491301562254925,3.369462508320092,9.800256,9.998545,9.263753,0.08694360093352803,0.5667958807249562,0.8238582581932533
172841,305.8164331150067,50.30143906031682,86.55298963696438,7.418279966514157,4.785230241218975,0.0324816838742885,27.87587264897797,0.05285476133419595,17.339997962999306,0.05927700859033446,-0.18341616,-0.15404536,-0.10584866,-16.37746542863502,0.9116009048004092,9.807779,10.037008,9.398398,0.0443269091259535,0.5630593276878578,0.8264164770281976
173126,321.5811233370222,39.398018467697675,85.41719127630162,-8.093822102294638,4.660584536274347,0.03380071855471329,0.37893219659002586,0.05590072949026196,-6.5025934109850985,0.057539679776522676,-0.014910639,0.017353332,-0.28027984,7.923762436049602,0.5564047676649382,9.809722,10.073231,9.420144,0.11292373700842191,0.7128172985109223,0.7013497693330986
174149,300.57123471160264,53.28659203329026,87.36398819528517,11.751610930386695,4.425580164623553,0.02333037572250523,16.334568374830827,0.04485507473949524,16.4885688794388,0.061788486187512925,-0.026721425,0.054567835999999995,0.19939674,-26.177617892620077,0.9982368293982212,9.81612,10.033439,9.453517,0.043623303032056845,0.5001263882582275,0.8659524211917077
175549,310.6456479897365,28.522136073625504,71.13398372295296,-8.441708547218095,4.765928748467764,0.11186788465928443,-6.757744860523838,0.15009346523076372,-38.25891081195505,0.1721776720946397,-0.06942689,-0.08891309,-0.5635849,-10.497790569510324,0.5012945561651071,9.824864999999999,10.106306,9.414728,0.09705944435937143,0.6053088622474756,0.7959906917073004
176411,303.44121066013514,39.90505004706807,76.94858395087881,3.010374781220728,4.990536395606915,0.03091719293385769,-15.297743096302495,0.04965902847289179,-22.54432319521349,0.05057893890428623,-0.19661220000000001,-0.11213128,-0.038412154,-3.157676483235588,0.3953122267602384,9.82996,10.320812,9.217885,0.0876130508689475,0.5512608010969143,0.8343329845894792
176962,302.43387335864014,46.117239138588154,81.78161335152058,7.00555480557952,4.513251064854296,0.02359050550305649,3.614921513972509,0.04301026296030251,21.964039750182415,0.04338622125249044,-0.095650166,-0.022295466,0.110672355,-34.958133253376445,2.150581398968938,9.8333235,10.337116,9.2073965,0.07264541088980478,0.5349863467820116,0.844860703759405
177135,305.0981890724202,38.494501528956796,76.496585682554,1.1572223193453846,4.828242916740564,0.026913750094210275,-2.1079170387018533,0.04107950770217906,-48.462131976057044,0.04968962273936613,-0.21987304,0.059562795,-0.036070462000000005,,,9.834375,10.130236,9.411478,0.08876870857122082,0.5666560088956858,0.8239544693624838
178740,326.3780536620094,21.940574012312855,75.77415510539501,-23.457835084437328,4.562934849110425,0.07130131125979491,21.224346395758623,0.10225617402435128,4.649761701082566,0.10410619367936362,-0.28183386,-0.21954764,-0.04189099,,,9.844083,10.066755,9.292721,0.09946040274089296,0.7106759512145379,0.7035195038983011
179535,330.28858141164443,35.275792470631956,87.91079920959993,-15.767791797558091,4.597894902700474,0.034277435666435124,0.028995019347562326,0.05788385305129003,13.511178356245669,0.05913610896277681,0.2941281,-0.27474132,-0.26756436,23.807722469022327,0.7050631004682152,9.848755,10.113085,9.461492,0.13876323716386568,0.7801277443564466,0.6256202542160241
179661,303.19068544394014,30.379523434670247,68.88696577366196,-2.072410310022177,4.80835814826466,0.03864572290091956,17.335598853095455,0.057352674893390215,20.485178557203707,0.06568479334669318,0.021921127999999998,-0.2736288,-0.25089290000000003,,,9.849468,10.081457,9.468910000000001,0.07377557170515936,0.5501165322138674,0.8350879001548215
180712,303.2639253113446,33.266704332558824,71.3315474955112,-0.5338540647049563,4.446313940144531,0.03834769599154178,7.832193344785693,0.057961406858547476,18.57624361476506,0.0584625963389046,-0.18001565,-0.020872267,-0.004794347,,,9.855667,10.111032000000002,9.47263,0.08664314639492876,0.5514893332620355,0.8341819437617884
180838,305.18216395233236,35.20086282636042,73.82197047269511,-0.7662529189887669,4.841318519625832,1.1701645476766578,20.78876429532768,2.37106902344121,-23.704513711765397,2.069576535109343,-0.16768964,-0.065441765,0.06506562,,,9.856405,10.119913,9.452135,0.08219767251059779,0.5675114709969802,0.8233654900995327
181559,317.35869924422633,36.53828037567333,81.00809179257297,-7.674043845167433,4.7425214937203215,0.03567662367346014,-22.95392553490277,0.043806011294081314,-18.704232430611388,0.05097978548279943,-0.2031169,-0.07649115,-0.1693836,14.512515060707061,0.33425075508519514,9.860710000000001,10.18946,9.398480000000001,0.09146755960880683,0.672499224895047,0.7400978263145764
182007,312.5924009787368,33.949051496500275,76.47605596133684,-6.402190292401563,4.810810910413144,0.03418008353939345,9.71972877869282,0.04101245513220186,-1.0439611352470743,0.04855032205442199,-0.2018692,0.09107661,-0.22772038,-23.59078644082915,0.6078750316981423,9.863427,10.106257000000001,9.499582,0.07288309615491516,0.628675161520732,0.7776680148282308
184123,273.5422500018579,49.03860604037232,76.88489274903276,26.02700968476729,4.490680774850066,0.021352397100124272,-1.6743273758345123,0.037931992433220346,19.312143290474555,0.03819859684853106,-0.26454538,-0.17282684,0.13311832,-11.803926552036858,0.4943920976671325,9.875546,10.1594305,9.472387,0.06825930914441665,0.21156638169884373,0.9773636304543254
184331,325.6250115268204,37.12808666973217,86.18921126431755,-11.921496037763575,4.696699428634968,0.02963879717221578,60.72871869773846,0.03525749512577532,0.2768142231020981,0.04679674454787622,-0.23492910000000003,0.01847641,-0.2580986,,,9.876703,10.163527499999999,9.4569645,0.14760210218768266,0.7443610131005843,0.6677774196361178
184627,293.48912960525206,35.14575166698232,68.80167534076311,7.368649513677691,4.754745932178157,0.025615698257609853,13.144863662766024,0.042839289447030734,-4.964227052492588,0.04657352077219523,0.07606552,-0.20782225,-0.16731487,-54.77090957976293,0.6022324594883818,9.878436,10.2614565,9.363427,0.0971840088546057,0.47124954772125693,0.8819999227735288
184721,331.56247213346353,24.97712581793495,81.85541730191103,-24.429326446043525,4.4275298397862235,0.03461346574200122,30.09613230463215,0.05827813198782671,-14.961627074848812,0.056947304107613686,-0.22422335,-0.09573838,-0.0361866,-57.620178525008676,3.2713723126001977,9.878923,10.305289,9.321223,0.10752686963393412,0.7640859562279572,0.6451144483695962
185504,281.302872044076,42.55108044813639,71.76233798412457,19.036337057107197,4.373351290801461,0.026859997096730072,1.0172230044185888,0.04523506801264243,8.153596377339897,0.04849787893622511,-0.246889,-0.06608244,0.062448893,-23.758603032708574,2.7187607862452667,9.883379,10.119966999999999,9.528636,0.07826179899818882,0.33804997374430085,0.9411281609066204
